"Identificador de la publicación","Identificador de la cuenta","Nombre de usuario de la cuenta","Nombre de la cuenta",Descripción,"Duración (segundos)","Hora de publicación","Enlace permanente","Tipo de publicación","Comentario sobre los datos",Fecha,Visualizaciones,Alcance,"Me gusta","Veces que se compartió",Seguimientos,Comentarios,"Veces que se guardó"
18168771952344032,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","📢 ¡El Comité de Ruido volvió a la calle 25!💪🏼

Con el propósito de fomentar la sana convivencia y el respeto por el entorno, realizamos una jornada de sensibilización y verificación en esta importante zona comercial de Tuluá.

🔍 Visitamos establecimientos, revisamos documentación y hablamos sobre la importancia de controlar el ruido en nuestros espacios.

¡Cuidar el ambiente sonoro ✅ también es construir una mejor ciudad! #ParaSerFelices 💙",36,"07/10/2025 16:05",https://www.instagram.com/reel/DL8e2bfPSBD/,"Reel de Instagram",,Total,5998,2521,36,6,1,0,1
17867309385442891,17841465213107155,tuluaculturacol_,"DEPARTAMENTO DE ARTE Y CULTURA","🌟 La cultura llegó al barrio Siete Canchas para compartir con grandes y chicos momentos inolvidables ✨; arte 🎨, alegría 😄, danzas 💃, regalos 🎁 y mucho más 🎶💚",0,"09/04/2025 17:24",https://www.instagram.com/p/DOM0mipDMXf/,"Secuencia de Instagram",,Total,2755,,48,1,,0,0
18069145424334237,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚦👨‍👩‍👧‍👦 ¡Llevamos educación vial a padres y estudiantes!

En Tuluá construimos cultura ciudadana💪🏼 educando a padres de familia y estudiantes en conciencia vial para enseñar a movilizarnos con responsabilidad, ser ejemplo de respeto en las vías 🛑🚗 y transformar nuestras calles en espacios seguros. ✨ #ParaSerFelices",50,"09/04/2025 16:10",https://www.instagram.com/reel/DOMsDjRj2F-/,"Reel de Instagram",,Total,7007,2831,115,9,2,2,4
18037252499469394,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","En Tuluá vivimos rodeados de verde 💚🌿 Montañas, humedales, parques y ese airecito fresquito que tanto nos gusta 😌🌬️
¿Y el tuyo? 👀 Cuéntanos tu color favorito en los comentarios 🎨👇 #ParaSerFelices",66,"09/04/2025 10:01",https://www.instagram.com/reel/DOMBvzCADk9/,"Reel de Instagram",,Total,3282,1852,66,6,0,6,0
17860032369473247,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🌟 Las oportunidades transforman vidas 🌟

Laura Valentina encontró en la Administración Municipal su primer empleo, y hoy, desde el programa “Vení, hablemos”, abre caminos para que más jóvenes también hagan realidad sus sueños. 💙✨ Conoce aquí su historia. #ParaSerFelices",67,"09/03/2025 16:27",https://www.instagram.com/reel/DOKJPG0j6tU/,"Reel de Instagram",,Total,9317,3751,175,20,2,3,5
17979253352904986,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🍃✨ ¡Septiembre llegó con todo! ✨🍃

Arte, música en vivo, deporte, recreación, inclusión y cometas 🪁🎶⚽🎨
Agéndate y desliza 👉 para conocer toda la programación que tenemos para ti y tu familia en este fin de semana. #ParaSerFelices ✨💙💪🏼",0,"09/03/2025 13:55",https://www.instagram.com/p/DOJ32UsDzN9/,"Secuencia de Instagram",,Total,3435,1200,50,7,0,0,1
18053268332559845,17841475722031117,bicentenariocentrocomercial,"BICENTENARIO PLAZA","🎡✨ ¡Samuel te invita a divertirte en Bicentenario Plaza! ✨🎡

👦👉 Nuestro pequeño anfitrión te muestra dónde están los juegos más divertidos y ¡a precios mucho más económicos! 🕹️🎯

🚗💨 Además, disfruta de parqueadero gratis y no te pierdas los 🍦 mejores helados del mundo mundial.

¿Qué esperas? 😍
Ven con tu familia a vivir momentos únicos en Bicentenario Plaza, Tuluá 🏙️💙

#BicentenarioPlaza #Tuluá #DiversiónEnFamilia #Helados #juegos",57,"09/03/2025 12:32",https://www.instagram.com/reel/DOJt47BDwwX/,"Reel de Instagram",,Total,4518,,106,17,,2,0
17987521163844632,17841431512646378,puntosinnova,"Punto Innova","¡Historias que transforman!🌟

Juan Pablo encontró una herramienta en los Puntos Innova que lo llevó a emprender 👨‍💼. Tres semana bastaron para aprender a vectorizar y empezar su nuevo proyecto🚀. 

Nos contó que ya ha recibido varios pedidos 🧾 y que agradece a la Administración Municipal en cabeza del Alcalde Gustavo Adolfo Vélez Román y al Departamento TIC por poner a disposición estas herramientas que benefician a los jóvenes. 

Espacios que transforman para ser felices 🙌",86,"09/03/2025 09:34",https://www.instagram.com/reel/DOJZTBKAPAs/,"Reel de Instagram",,Total,1267,,15,1,,0,0
17981135147885544,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","¡Así quedó el cambio de sentido vial en La Herradura!✅💪🏼

📢 Hemos leído sus comentarios y venimos a aclararles todo. 😉🚦 Nuestro agente de tránsito les explica cómo será el cambio de sentido vial y de qué manera podrán movilizarse por este sector. 🚗➡️

¿Lo entendiste? 👀 Cuéntanos en los comentarios. 📝👇 #ParaSerFelices",51,"09/02/2025 15:47",https://www.instagram.com/reel/DOHfz9zD8gP/,"Reel de Instagram",,Total,9708,5120,207,73,2,80,5
18040904132391455,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚧 Cada vez más cerca de conectar el barrio Rojas con Escobar y Palobonito. ✅

Una obra de movilidad que cumple lo prometido y transforma la vida de la comunidad. 💪🏼✨
Los habitantes lo dicen con gratitud: estas son obras que generan confianza, unen barrios y construyen la Tuluá #ParaSerFelices 💙",55,"09/02/2025 07:44",https://www.instagram.com/reel/DOGoi-7gE-l/,"Reel de Instagram",,Total,5829,2158,58,8,0,3,0
17946601131012830,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","🚧✨ ¡Arrancó la pavimentación del Intercambiador de la 40!

Con 100 metros listos para ingresar al barrio Fátima, comienza la transformación de uno de los corredores más importantes de Tuluá. 💙 Seguimos avanzando #ParaSerFelices",50,"09/01/2025 15:34",https://www.instagram.com/reel/DOE5iH0jyLp/,"Reel de Instagram",,Total,7165,2863,122,12,2,0,2
17909358972212829,17841407739133684,emtulua,"Emtulua Esp","✅Con cada acción seguimos transformando nuestra zona rural, entregando espacios públicos que embellecen y brindan bienestar a la comunidad. 💙✨",59,"09/01/2025 08:23",https://www.instagram.com/reel/DOEHSUAkUl_/,"Reel de Instagram",,Total,2403,,40,1,,0,0
18140185558425906,17841402591799685,alcaldiadetulua,"Alcaldía de Tuluá","✨ Así vivimos la Ruta de la Felicidad en 📍La Marina ✨

Más de 20 asociaciones campesinas trajeron lo mejor del campo, 80 personas recibieron Atención Primaria en salud y 60 actualizaron su Sisbén.
Además, 32 familias accedieron a programas nacionales como Colombia Mayor y Renta Ciudadana, en medio de cultura, deporte y recreación para todos.

💫 Una jornada descentralizada que fue todo un éxito.
#ParaSerFelices ✌🏽",68,"09/01/2025 06:36",https://www.instagram.com/reel/DOD7Id0gPGB/,"Reel de Instagram",,Total,3698,1796,57,9,0,3,1
